ukprn,provider_name,provider_type,provider_group,inspection_number,inspection_type,inspection_date,inspection_length_in_days
10065933,Empentis Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10062447,Northern Regeneration CIC,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10023042,The Skills Centre London Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10084402,Abellio East Midlands Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10083304,The Hair Academy Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10052832,Leigh Academies Trust,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10026268,Mineral Products Qualifications Council,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10011035,Uganda Community Relief Association,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043375,Exalt Training,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10055126,Harris Federation,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10005982,South Gloucestershire Council,Local authority provider,Adult community education providers,NULL,NULL,NA,NA
10021172,Reed In Partnership,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10024636,J and K Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10001039,Northumberland Business Service Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10006576,The Alnwick Garden Trust,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10019210,Enterkey Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10024633,Communicators Training Associates Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10037140,Action Foundation,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10037364,Cecos Computing International Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10052622,Step Ahead Social Enterprise Community Interest Company,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10053035,Witton Lodge Community Association,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10066547,McCrory Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10085200,Cedarwood Trust,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10061648,First Face To Face Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10004935,Oxford Professional Education Group Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10007762,Glasgow Caledonian University,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10007793,University of South Wales / Prifysgol De Cymru,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10007805,University of Strathclyde,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10007858,University of Wales: Trinity Saint David,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10008289,The London Institute of Banking and Finance,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10020611,The Institute of Chartered Accountants of Scotland,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10023129,RELX (UK) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10026128,White Rose Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10032280,The Organisation for Professionals in Regulatory Affairs Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10043715,London Examinations Board Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10048199,NCH at Northeastern Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10056749,Ernst and Young LLP,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10061865,Consalia Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10064595,H.L. Hutchinson Limited,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10082311,Bishop Fleming LLP,Employer provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10083267,Compass Skills Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10083926,Go Beyond Services Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10000315,Apex Management Consultants Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10028279,Learning for Futures Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10084933,Physical Education and Active Kids Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
